player_id,first_name,last_name,position,team,Ht,weight
532,Terry,Catledge,,Orlando Magic,,
533,Bill,Laimbeer,,Detroit Pistons,,
534,William,Bedford,,Detroit Pistons,,
535,Ricky,Pierce,,Milwaukee Bucks,,
536,Blue,Edwards,,Utah Jazz,,
537,Walter,Palmer,,Utah Jazz,,
538,Mark,West,,Phoenix Suns,,
539,Clifford,Robinson,,Portland Trail Blazers,,
540,Hakeem,Olajuwon,,Houston Rockets,,
541,Richard,Coffey,,Minnesota Timberwolves,,
542,James,Donaldson,,Dallas Mavericks,,
543,Jerome,Lane,,Denver Nuggets,,
544,Sarunas,Marciulionis,,Golden State Warriors,,
545,Grant,Long,,Miami Heat,,
546,Willie,Burton,,Miami Heat,,
547,Mark,Alarie,,Washington Wizards,,
548,Winston,Bennett,,Cleveland Cavaliers,,
549,Doc,Rivers,,Atlanta Hawks,,
550,Tim,McCormick,,Atlanta Hawks,,
551,Scott,Skiles,,Orlando Magic,,
552,Dennis,Rodman,,Detroit Pistons,,
553,Greg,Anderson,,Milwaukee Bucks,,
554,Jeff,Malone,,Utah Jazz,,
555,Cedric,Ceballos,,Phoenix Suns,,
556,Tim,Perry,,Phoenix Suns,,
557,Buck,Williams,,Portland Trail Blazers,,
558,Dave,Jamerson,,Houston Rockets,,
559,Scott,Brooks,,Minnesota Timberwolves,,
560,Rolando,Blackman,,Dallas Mavericks,,
561,Avery,Johnson,,Denver Nuggets,,
562,Rod,Higgins,,Golden State Warriors,,
563,Jon,Sundvold,,Miami Heat,,
564,A.J.,English,,Washington Wizards,,
565,John,Battle,,Atlanta Hawks,,
566,Sam,Vincent,,Orlando Magic,,
567,Isiah,Thomas,,Detroit Pistons,,
568,Brad,Lohaus,,Milwaukee Bucks,,
569,Mike,Brown,,Utah Jazz,,
570,Kenny,Battle,,Phoenix Suns,,
571,Danny,Young,,Portland Trail Blazers,,
572,Larry,Smith,,Houston Rockets,,
573,Pooh,Richardson,,Minnesota Timberwolves,,
574,Derek,Harper,,Dallas Mavericks,,
575,Michael,Adams,,Denver Nuggets,,
576,Tim,Hardaway,,Golden State Warriors,,
577,Bimbo,Coles,,Miami Heat,,
578,Darrell,Walker,,Washington Wizards,,
579,Kevin,Willis,,Atlanta Hawks,,
580,Otis,Smith,,Orlando Magic,,
581,James,Edwards,,Detroit Pistons,,
582,Frank,Brickowski,,Milwaukee Bucks,,
583,Karl,Malone,,Utah Jazz,,
584,Ian,Lockhart,,Phoenix Suns,,
585,Kevin,Duckworth,,Portland Trail Blazers,,
586,Otis,Thorpe,,Houston Rockets,,
587,Gerald,Glass,,Minnesota Timberwolves,,
588,Alex,English,,Dallas Mavericks,,
589,T.R.,Dunn,,Denver Nuggets,,
590,Alton,Lister,,Golden State Warriors,,
591,Sherman,Douglas,,Miami Heat,,
592,Charles,Jones,,Washington Wizards,,
593,Moses,Malone,,Atlanta Hawks,,
594,Mark,Acres,,Orlando Magic,,
595,Lance,Blanks,,Detroit Pistons,,
596,Jeff,Grayer,,Milwaukee Bucks,,
597,Chris,Munk,,Utah Jazz,,
598,Jeff,Hornacek,,Phoenix Suns,,
599,Jerome,Kersey,,Portland Trail Blazers,,
600,Dave,Feitl,,Houston Rockets,,
601,Tod,Murphy,,Minnesota Timberwolves,,
602,Lafayette,Lever,,Dallas Mavericks,,
603,Corey,Gaines,,Denver Nuggets,,
604,Mitch,Richmond,,Golden State Warriors,,
605,Kevin,Edwards,,Miami Heat,,
606,Haywoode,Workman,,Washington Wizards,,
607,Tom,Hammonds,,Washington Wizards,,
608,Rumeal,Robinson,,Atlanta Hawks,,
609,Greg,Kite,,Orlando Magic,,
610,Vinnie,Johnson,,Detroit Pistons,,
611,Jack,Sikma,,Milwaukee Bucks,,
612,Delaney,Rudd,,Utah Jazz,,
613,Ed,Nealy,,Phoenix Suns,,
614,Wayne,Cooper,,Portland Trail Blazers,,
615,Sleepy,Floyd,,Houston Rockets,,
616,Felton,Spencer,,Minnesota Timberwolves,,
617,Tyrone,Corbin,,Minnesota Timberwolves,,
618,Marcus,Liberty,,Denver Nuggets,,
619,Walter,Davis,,Denver Nuggets,,
620,Tyrone,Hill,,Golden State Warriors,,
621,Alec,Kessler,,Miami Heat,,
622,Terry,Davis,,Miami Heat,,
623,Larry,Robinson,,Washington Wizards,,
624,Sidney,Moncrief,,Atlanta Hawks,,
625,Jeff,Turner,,Orlando Magic,,
626,Scott,Hastings,,Detroit Pistons,,
627,Alvin,Robertson,,Milwaukee Bucks,,
628,Steve,Henson,,Milwaukee Bucks,,
629,Andy,Toolson,,Utah Jazz,,
630,Thurl,Bailey,,Utah Jazz,,
631,Kurt,Rambis,,Phoenix Suns,,
632,Clyde,Drexler,,Portland Trail Blazers,,
633,David,Wood,,Houston Rockets,,
634,Sam,Mitchell,,Minnesota Timberwolves,,
635,Rodney,McCray,,Dallas Mavericks,,
636,Blair,Rasmussen,,Denver Nuggets,,
637,Kevin,Pritchard,,Golden State Warriors,,
638,Milt,Wagner,,Miami Heat,,
639,Bernard,King,,Washington Wizards,,
640,Roy,Hinson,,Brooklyn Nets,,
641,Matt,Bullard,,Houston Rockets,,
642,Alan,Ogg,,Miami Heat,,
643,Kevin,Lynch,,Charlotte Hornets,,
644,Larry,Krystkowiak,,Milwaukee Bucks,,
645,Pete,Chilcutt,,Sacramento Kings,,
646,Randy,Brown,,Sacramento Kings,,
647,Elliot,Perry,,LA Clippers,,
648,Jimmy,Oliver,,Cleveland Cavaliers,,
649,Terrell,Brandon,,Cleveland Cavaliers,,
650,Greg,Sutton,,San Antonio Spurs,,
651,Tom,Copa,,San Antonio Spurs,,
652,Donald,Hodge,,Dallas Mavericks,,
653,Joao,Vianna,,Dallas Mavericks,,
654,Mike,Iuzzolino,,Dallas Mavericks,,
655,Greg,Anthony,,New York Knicks,,
656,Albert,King,,Washington Wizards,,
657,Tellis,Frank,,Minnesota Timberwolves,,
658,David,Benoit,,Utah Jazz,,
659,Demetrius,Calip,,Los Angeles Lakers,,
660,Dikembe,Mutombo,,Denver Nuggets,,
661,Mark,Macon,,Denver Nuggets,,
662,Chris,Gatling,,Golden State Warriors,,
663,Victor,Alexander,,Golden State Warriors,,
664,Mark,Randall,,Chicago Bulls,,
665,Mitchell,Wiggins,,Philadelphia 76ers,,
666,Tharon,Mayes,,Philadelphia 76ers,,
667,Charles,Thomas,,Detroit Pistons,,
668,Robert,Pack,,Portland Trail Blazers,,
669,John,Bagley,,Boston Celtics,,
670,Rick,Fox,,Boston Celtics,,
671,Larry,Johnson,,Charlotte Hornets,,
672,Alexander,Volkov,,Atlanta Hawks,,
673,Stacey,Augmon,,Atlanta Hawks,,
674,Carl,Thomas,,Sacramento Kings,,
675,Steven,Smith,,Miami Heat,,
676,Stanley,Roberts,,Orlando Magic,,
677,Doug,Lee,,Brooklyn Nets,,
678,Rafael,Addison,,Brooklyn Nets,,
679,Sean,Green,,Indiana Pacers,,
680,Corey,Crowder,,Utah Jazz,,
681,Eric,Murdock,,Utah Jazz,,
682,Kevin,Brooks,,Denver Nuggets,,
683,Carlton,McKinney,,New York Knicks,,
684,Billy,Owens,,Golden State Warriors,,
685,Doug,Smith,,Dallas Mavericks,,
686,Marty,Conlon,,Oklahoma City Thunder,,
687,Rich,King,,Oklahoma City Thunder,,
688,Brad,Sellers,,Detroit Pistons,,
689,Rodney,Monroe,,Atlanta Hawks,,
690,Lanard,Copeland,,LA Clippers,,
691,LeRon,Ellis,,LA Clippers,,
692,Larry,Stewart,,Washington Wizards,,
693,John,Turner,,Houston Rockets,,
694,Charles,Shackleford,,Philadelphia 76ers,,
695,Keith,Owens,,Los Angeles Lakers,,
696,Paul,Graham,,Atlanta Hawks,,
697,Kenny,Anderson,,Brooklyn Nets,,
698,Carl,Herrera,,Houston Rockets,,
699,Myron,Brown,,Minnesota Timberwolves,,
700,Dale,Davis,,Indiana Pacers,,
701,Labradford,Smith,,Washington Wizards,,
702,Bison,Dele,,Orlando Magic,,
703,Chuck,Nevitt,,Chicago Bulls,,
704,Patrick,Eddie,,New York Knicks,,
705,David,Rivers,,LA Clippers,,
706,Luc,Longley,,Minnesota Timberwolves,,
707,Bob,McCann,,Detroit Pistons,,
708,Donald,Royal,,San Antonio Spurs,,
709,Anthony,Bowie,,Orlando Magic,,
710,Chris,Corchiani,,Orlando Magic,,
711,Stephen,Thompson,,Orlando Magic,,
712,Jeff,Ruland,,Philadelphia 76ers,,
713,Ronnie,Grandison,,Charlotte Hornets,,
714,Lamont,Strothers,,Portland Trail Blazers,,
715,Tracy,Moore,,Dallas Mavericks,,
716,Jaren,Jackson,,Golden State Warriors,,
717,Ennis,Whatley,,Portland Trail Blazers,,
718,Brian,Howard,,Dallas Mavericks,,
719,Steve,Burtt,,Phoenix Suns,,
720,Cedric,Hunter,,Charlotte Hornets,,
721,Stephen,Bardo,,San Antonio Spurs,,
722,Cliff,T. Robinson,,Los Angeles Lakers,,
723,Derek,Strong,,Washington Wizards,,
724,Bobby,Phills,,Cleveland Cavaliers,,
725,Anthony,Avent,,Milwaukee Bucks,,
726,Lee,Mayberry,,Milwaukee Bucks,,
727,Todd,Day,,Milwaukee Bucks,,
728,Tony,Bennett,,Charlotte Hornets,,
729,Brent,Price,,Washington Wizards,,
730,Don,MacLean,,Washington Wizards,,
731,Tom,Gugliotta,,Washington Wizards,,
732,Walt,Williams,,Sacramento Kings,,
733,Lloyd,Daniels,,San Antonio Spurs,,
734,Vinny,Del Negro,,San Antonio Spurs,,
735,Shaquille,O'Neal,,Orlando Magic,,
736,Adam,Keefe,,Atlanta Hawks,,
737,Clar.,Weatherspoon,,Philadelphia 76ers,,
738,Robert,Horry,,Houston Rockets,,
739,Chris,Smith,,Minnesota Timberwolves,,
740,Christian,Laettner,,Minnesota Timberwolves,,
741,Gundars,Vetra,,Minnesota Timberwolves,,
742,Corey,Williams,,Chicago Bulls,,
743,Elmore,Spencer,,LA Clippers,,
744,Anthony,Peeler,,Los Angeles Lakers,,
745,Duane,Cooper,,Los Angeles Lakers,,
746,John,Crotty,,Utah Jazz,,
747,Stephen,Howard,,Utah Jazz,,
748,Byron,Houston,,Golden State Warriors,,
749,Keith,Jennings,,Golden State Warriors,,
750,Latrell,Sprewell,,Golden State Warriors,,
751,Bryant,Stith,,Denver Nuggets,,
752,LaPhonso,Ellis,,Denver Nuggets,,
753,Matt,Othick,,San Antonio Spurs,,
754,Sam,Mack,,San Antonio Spurs,,
755,Anthony,Pullard,,Milwaukee Bucks,,
756,Malik,Sealy,,Indiana Pacers,,
757,Hubert,Davis,,New York Knicks,,
758,Sean,Rooks,,Dallas Mavericks,,
759,Walter,Bond,,Dallas Mavericks,,
760,Harold,Miner,,Miami Heat,,
761,Oliver,Miller,,Phoenix Suns,,
762,Lorenzo,Williams,,Charlotte Hornets,,
763,Dave,Johnson,,Portland Trail Blazers,,
764,Reggie,Smith,,Portland Trail Blazers,,
765,Tracy,Murray,,Portland Trail Blazers,,
766,Robert,Werdann,,Denver Nuggets,,
767,Alex,Stivrins,,Phoenix Suns,,
768,Frank,Johnson,,Phoenix Suns,,
769,Randy,Woods,,LA Clippers,,
770,Litterial,Green,,Orlando Magic,,
771,Alonzo,Mourning,,Charlotte Hornets,,
772,Alex,Blackwell,,Los Angeles Lakers,,
773,Isaiah,Morris,,Detroit Pistons,,
774,Doug,Overton,,Washington Wizards,,
775,Eric,Anderson,,New York Knicks,,
776,Tim,Kempton,,Phoenix Suns,,
777,Stan,Kimbrough,,Sacramento Kings,,
778,Jay,Guidinger,,Cleveland Cavaliers,,
779,Gary,Plummer,,Denver Nuggets,,
780,Matt,Geiger,,Miami Heat,,
781,Marcus,Webb,,Boston Celtics,,
782,Jojo,English,,Chicago Bulls,,
783,Marlon,Maxey,,Minnesota Timberwolves,,
784,Jon,Barry,,Milwaukee Bucks,,
785,Richard,Dumas,,Phoenix Suns,,
786,Radisav,Curcic,,Dallas Mavericks,,
787,Andre,Spencer,,Atlanta Hawks,,
788,Dexter,Cambridge,,Dallas Mavericks,,
789,Joe,Courtney,,Chicago Bulls,,
790,Duane,Washington,,LA Clippers,,
791,Melvin,Newbern,,Detroit Pistons,,
792,Ricky,Blanton,,Chicago Bulls,,
793,Jim,Jackson,,Dallas Mavericks,,
794,Barry,Stevens,,Golden State Warriors,,
795,Doug,Christie,,Los Angeles Lakers,,
796,Pat,Durham,,Golden State Warriors,,
797,Thomas,Jordan,,Philadelphia 76ers,,
798,Gary,Alexander,,Miami Heat,,
799,Anfernee,Hardaway,,Orlando Magic,,
800,Keith,Tower,,Orlando Magic,,
801,Chris,Whitney,,San Antonio Spurs,,
802,Josh,Grant,,Golden State Warriors,,
803,Bobby,Hurley,,Sacramento Kings,,
804,Mike,Peplowski,,Sacramento Kings,,
805,Darnell,Mee,,Denver Nuggets,,
806,Rodney,Rogers,,Denver Nuggets,,
807,Acie,Earl,,Boston Celtics,,
808,Dino,Radja,,Boston Celtics,,
809,Chris,Mills,,Cleveland Cavaliers,,
810,Vin,Baker,,Milwaukee Bucks,,
811,Antonio,Harvey,,Los Angeles Lakers,,
812,Nick,Van Exel,,Los Angeles Lakers,,
813,Terry,Dehere,,LA Clippers,,
814,James,Robinson,,Portland Trail Blazers,,
815,Corie,Blount,,Chicago Bulls,,
816,Toni,Kukoc,,Chicago Bulls,,
817,Michael,Curry,,Philadelphia 76ers,,
818,Shawn,Bradley,,Philadelphia 76ers,,
819,Warren,Kidd,,Philadelphia 76ers,,
820,Calbert,Cheaney,,Washington Wizards,,
821,Mitchell,Butler,,Washington Wizards,,
822,Tito,Horford,,Washington Wizards,,
823,Bryon,Russell,,Utah Jazz,,
824,Luther,Wright,,Utah Jazz,,
825,Darren,Morningstar,,Dallas Mavericks,,
826,Jamal,Mashburn,,Dallas Mavericks,,
827,Lucious,Harris,,Dallas Mavericks,,
828,Popeye,Jones,,Dallas Mavericks,,
829,Eric,Riley,,Houston Rockets,,
830,Sam,Cassell,,Houston Rockets,,
831,P.J.,Brown,,Brooklyn Nets,,
832,Rex,Walters,,Brooklyn Nets,,
833,Antonio,Davis,,Indiana Pacers,,
834,Allan,Houston,,Detroit Pistons,,
835,Lindsey,Hunter,,Detroit Pistons,,
836,Brian,Davis,,Minnesota Timberwolves,,
837,Isaiah,Rider,,Minnesota Timberwolves,,
838,Matt,Wenstrom,,Boston Celtics,,
839,Scott,Haskin,,Indiana Pacers,,
840,Gerald,Madkins,,Cleveland Cavaliers,,
841,Greg,Graham,,Philadelphia 76ers,,
842,Ervin,Johnson,,Oklahoma City Thunder,,
843,George,Lynch,,Los Angeles Lakers,,
844,Bob,Martin,,LA Clippers,,
845,Ricky,Grace,,Atlanta Hawks,,
846,Sedric,Toney,,Cleveland Cavaliers,,
847,Chris,Webber,,Golden State Warriors,,
848,Gheorghe,Muresan,,Washington Wizards,,
849,Richard,Petruska,,Houston Rockets,,
850,Kevin,Thompson,,Portland Trail Blazers,,
851,Adonis,Jordan,,Denver Nuggets,,
852,Scott,Burrell,,Charlotte Hornets,,
853,Dell,Demps,,Golden State Warriors,,
854,Evers,Burns,,Sacramento Kings,,
855,Aaron,Williams,,Utah Jazz,,
856,Stanley,Jackson,,Minnesota Timberwolves,,
857,David,Wesley,,Brooklyn Nets,,
858,Chris,King,,Oklahoma City Thunder,,
859,Doug,Edwards,,Atlanta Hawks,,
860,Harold,Ellis,,LA Clippers,,
861,Malcolm,Mackey,,Phoenix Suns,,
862,Ben,Coleman,,Detroit Pistons,,
863,Roy,Marble,,Denver Nuggets,,
864,Reggie,Jordan,,Los Angeles Lakers,,
865,Chad,Gallagher,,Utah Jazz,,
866,Bo,Outlaw,,LA Clippers,,
867,Bill,Edwards,,Philadelphia 76ers,,
868,Andrew,Gaze,,Washington Wizards,,
869,Alphonso,Ford,,Oklahoma City Thunder,,
870,Andres,Guibert,,Minnesota Timberwolves,,
871,Skeeter,Henry,,Phoenix Suns,,
872,Chris,Jent,,Houston Rockets,,
873,Geert,Hammink,,Orlando Magic,,
874,Jalen,Rose,,Denver Nuggets,,
875,Reggie,Slater,,Denver Nuggets,,
876,Askia,Jones,,Minnesota Timberwolves,,
877,Donyell,Marshall,,Minnesota Timberwolves,,
878,Howard,Eisley,,Minnesota Timberwolves,,
879,Grant,Hill,,Detroit Pistons,,
880,Anthony,Miller,,Los Angeles Lakers,,
881,Eddie,Jones,,Los Angeles Lakers,,
882,Dickey,Simpkins,,Chicago Bulls,,
883,Eric,Piatkowski,,LA Clippers,,
884,Lamond,Murray,,LA Clippers,,
885,Matt,Fish,,LA Clippers,,
886,Aaron,McKie,,Portland Trail Blazers,,
887,Eric,Montross,,Boston Celtics,,
888,Fred,Vinson,,Atlanta Hawks,,
889,Tom,Hovasse,,Atlanta Hawks,,
890,Jamie,Watson,,Utah Jazz,,
891,Khalid,Reeves,,Miami Heat,,
892,Brian,Grant,,Sacramento Kings,,
893,Henry,Turner,,Sacramento Kings,,
894,Michael,Smith,,Sacramento Kings,,
895,Antonio,Lang,,Phoenix Suns,,
896,Wesley,Person,,Phoenix Suns,,
897,B.J.,Tyler,,Philadelphia 76ers,,
898,Derrick,Alston,,Philadelphia 76ers,,
899,Sharone,Wright,,Philadelphia 76ers,,
900,Eric,Mobley,,Milwaukee Bucks,,
901,Darrin,Hancock,,Charlotte Hornets,,
902,Bill,Curley,,Detroit Pistons,,
903,Anthony,Tucker,,Washington Wizards,,
904,Tim,Breaux,,Houston Rockets,,
905,Zan,Tabak,,Houston Rockets,,
906,Brooks,Thompson,,Orlando Magic,,
907,Glenn,Robinson,,Milwaukee Bucks,,
908,Jason,Kidd,,Dallas Mavericks,,
909,Tony,Dumas,,Dallas Mavericks,,
910,Monty,Williams,,New York Knicks,,
911,Carlos,Rogers,,Golden State Warriors,,
912,Sergei,Bazarevich,,Atlanta Hawks,,
913,Julius,Nwosu,,San Antonio Spurs,,
914,Trevor,Ruffin,,Phoenix Suns,,
915,Yinka,Dare,,Brooklyn Nets,,
916,Greg,Minor,,Boston Celtics,,
917,Clifford,Rozier,,Golden State Warriors,,
918,Charlie,Ward,,New York Knicks,,
919,Dontonio,Wingfield,,Oklahoma City Thunder,,
920,Aaron,Swinson,,Phoenix Suns,,
921,Jim,McIlvaine,,Washington Wizards,,
922,Juwan,Howard,,Washington Wizards,,
923,James,Blackwell,,Charlotte Hornets,,
924,Ivano,Newbill,,Detroit Pistons,,
925,Dwayne,Morton,,Golden State Warriors,,
926,Chris,Childs,,Brooklyn Nets,,
927,Ryan,Lorthridge,,Golden State Warriors,,
928,Elmer,Bennett,,Cleveland Cavaliers,,
929,Darrick,Martin,,Minnesota Timberwolves,,
930,Jerome,Harmon,,Philadelphia 76ers,,
931,Mark,Strickland,,Indiana Pacers,,
932,Eldridge,Recasner,,Denver Nuggets,,
933,Darrell,Armstrong,,Orlando Magic,,
934,Derrick,Phelps,,Sacramento Kings,,
935,Cherokee,Parks,,Dallas Mavericks,,
936,Loren,Meyer,,Dallas Mavericks,,
937,Charles,Claxton,,Boston Celtics,,
938,Eric,Williams,,Boston Celtics,,
939,Junior,Burrough,,Boston Celtics,,
940,Brent,Barry,,LA Clippers,,
941,Chris,Carr,,Phoenix Suns,,
942,Michael,Finley,,Phoenix Suns,,
943,Greg,Ostertag,,Utah Jazz,,
944,Eric,Snow,,Oklahoma City Thunder,,
945,Sherell,Ford,,Oklahoma City Thunder,,
946,Jerry,Stackhouse,,Philadelphia 76ers,,
947,Jeff,Webster,,Washington Wizards,,
948,Rasheed,Wallace,,Washington Wizards,,
949,Arvydas,Sabonis,,Portland Trail Blazers,,
950,Gary,Trent,,Portland Trail Blazers,,
951,Randolph,Childress,,Portland Trail Blazers,,
952,Bryant,Reeves,,Memphis Grizzlies,,
953,Lawrence,Moten,,Memphis Grizzlies,,
954,Jason,Caffey,,Chicago Bulls,,
955,George,Zidek,,Charlotte Hornets,,
956,Alvin,Heggs,,Houston Rockets,,
957,Joe,Smith,,Golden State Warriors,,
958,Alan,Henderson,,Atlanta Hawks,,
959,Travis,Best,,Indiana Pacers,,
960,Damon,Stoudamire,,Toronto Raptors,,
961,Jimmy,King,,Toronto Raptors,,
962,Ed,O'Bannon,,Brooklyn Nets,,
963,Lou,Roe,,Detroit Pistons,,
964,Theo,Ratliff,,Detroit Pistons,,
965,Antonio,McDyess,,Denver Nuggets,,
966,Bob,Sura,,Cleveland Cavaliers,,
967,Donny,Marshall,,Cleveland Cavaliers,,
968,John,Amaechi,,Cleveland Cavaliers,,
969,Tyus,Edney,,Sacramento Kings,,
970,Jerome,Allen,,Minnesota Timberwolves,,
971,Kevin,Garnett,,Minnesota Timberwolves,,
972,Mark,Davis,,Minnesota Timberwolves,,
973,Marques,Bragg,,Minnesota Timberwolves,,
974,Shawn,Respert,,Milwaukee Bucks,,
975,Fred,Hoiberg,,Indiana Pacers,,
976,Frankie,King,,Los Angeles Lakers,,
977,Don,Reid,,Detroit Pistons,,
978,Kurt,Thomas,,Miami Heat,,
979,Sasha,Danilovic,,Miami Heat,,
980,Terrence,Rencher,,Miami Heat,,
981,Cory,Alexander,,San Antonio Spurs,,
982,Howard,Nathan,,Atlanta Hawks,,
983,Todd,Mundt,,Atlanta Hawks,,
984,David,Vaughn,,Orlando Magic,,
985,Log,Vander Velden,,LA Clippers,,
986,Ashraf,Amaya,,Memphis Grizzlies,,
987,Stefano,Rusconi,,Phoenix Suns,,
988,Larry,Sykes,,Boston Celtics,,
989,Vincenzo,Esposito,,Toronto Raptors,,
990,Corliss,Williamson,,Sacramento Kings,,
991,Rastko,Cvetkovic,,Denver Nuggets,,
992,Corey,Beck,,Charlotte Hornets,,
993,Voshon,Lenard,,Miami Heat,,
994,Anthony,Goldwire,,Charlotte Hornets,,
995,Andrew,DeClercq,,Golden State Warriors,,
996,Richard,Manning,,Memphis Grizzlies,,
997,Clint,McDaniel,,Sacramento Kings,,
998,Martin,Lewis,,Toronto Raptors,,
999,Dwayne,Whitfield,,Toronto Raptors,,
1000,Mario,Bennett,,Phoenix Suns,,
1001,Melvin,Booker,,Houston Rockets,,
1002,Darryl,Johnson,,Cleveland Cavaliers,,
1003,John,Coker,,Phoenix Suns,,
1004,Donnie,Boyce,,Atlanta Hawks,,
1005,Thomas,Hamilton,,Boston Celtics,,
1006,Robert,Churchwell,,Golden State Warriors,,
1007,Cuonzo,Martin,,Memphis Grizzlies,,
1008,Cedric,Lewis,,Washington Wizards,,
1009,Antoine,Walker,F,Boston Celtics,,
1010,Brett,Szabo,,Boston Celtics,,
1011,Brent,Scott,,Indiana Pacers,,
1012,Erick,Dampier,,Indiana Pacers,,
1013,Jerome,Williams,,Detroit Pistons,,
1014,John,Wallace,,New York Knicks,,
1015,Walter,McCarty,,New York Knicks,,
1016,Marcus,Camby,,Toronto Raptors,,
1017,Donald,Whiteside,,Toronto Raptors,,
1018,Shareef,Abdur-Rahim,F,Memphis Grizzlies,,
1019,Roy,Rogers,,Memphis Grizzlies,,
1020,Ben,Wallace,,Washington Wizards,,
1021,Reggie,Geary,,Cleveland Cavaliers,,
1022,Vitaly,Potapenko,,Cleveland Cavaliers,,
1023,Ed,O'Bannon,F,Brooklyn Nets,,
1024,Kerry,Kittles,,Brooklyn Nets,,
1025,Erick,Strickland,,Dallas Mavericks,,
1026,Darvin,Ham,,Denver Nuggets,,
1027,Stephon,Marbury,G,Minnesota Timberwolves,,
1028,Shane,Heal,,Minnesota Timberwolves,,
1029,Dean,Garrett,,Minnesota Timberwolves,,
1030,Priest,Lauderdale,,Atlanta Hawks,,
1031,Ike,Austin,,Miami Heat,,
1032,Loy,Vaught,F,LA Clippers,,
1033,Lorenzen,Wright,,LA Clippers,,
1034,Todd,Fuller,C,Golden State Warriors,,
1035,Ray,Owes,,Golden State Warriors,,
1036,Ray,Allen,G,Milwaukee Bucks,,
1037,Allen,Iverson,G,Philadelphia 76ers,,
1038,Mark,Bradtke,,Philadelphia 76ers,,
1039,Steve,Nash,,Phoenix Suns,,
1040,Ben,Davis,,Phoenix Suns,,
1041,Derek,Fisher,,Los Angeles Lakers,,
1042,Travis,Knight,,Los Angeles Lakers,,
1043,Kobe,Bryant,,Los Angeles Lakers,,
1044,Matt,Maloney,G,Houston Rockets,,
1045,Othella,Harrington,,Houston Rockets,,
1046,Randy,Livingston,,Houston Rockets,,
1047,Emanual,Davis,,Houston Rockets,,
1048,Shandon,Anderson,,Utah Jazz,,
1049,Malik,Rose,,Charlotte Hornets,,
1050,Tony,Delk,,Charlotte Hornets,,
1051,Jeff,McInnis,,Denver Nuggets,,
1052,Dontae',Jones,,New York Knicks,,
1053,Nate,Driggers,,Boston Celtics,,
1054,Samaki,Walker,,Dallas Mavericks,,
1055,Amal,McCaskill,,Orlando Magic,,
